sentiment,text,user,subject,id
neutral,"यूक्रेन युद्ध पर अमेरिकी राष्ट्रपति का बयान, \ ये युद्ध काफी लंबे समय तक चलेगा\"" - @POTUS \n\n#RussiaUkraineWar… https://t.co/KsMRQppxpc""",newsindia24x7_,russianattack,2448b69a-a716-48c1-bb23-2f0851707f52
neutral,"पोलैंड बॉर्डर पर रूस की जबरदस्त स्ट्राइक, यूक्रेन के शहर लवीव पर रूस ने दागी मिसाइल \n\n#RussiaUkraineWar… https://t.co/K1CDmiYBzz",newsindia24x7_,russianattack,4c098eb4-c1e7-41e1-8a4b-4f136f06ebd8
neutral,"फिलीपींस में ज्वालामुखी विस्फोट का खौफनाक मंजर, राजधानी मनीला से थोड़ी दूरी पर फटा ताल ज्वालामुखी \n\n#Phillipines… https://t.co/bT4zO6gRqB",newsindia24x7_,russianattack,5760b000-9c2a-45ac-b962-7f4215962f8d
neutral,"यूक्रेन पर 32वें दिन रूस ने तेज़ किए हमले, ब्लैक सी से रूस ने यूक्रेन पर दागी मिसाइल\n\n#RussiaUkraineWar… https://t.co/Iu1D5Y1F3F",newsindia24x7_,russianattack,7d5c0c98-28c2-49d5-acff-4b40ce395455
neutral,@michaelbd I don't know- Putin already ate your brain- If you ever had one- #PutinsWarCrimes \n\nThere is an ongoing… https://t.co/VGAGbiI0RF,managehours,russianattack,e753f47b-f17e-49db-a719-3a823256fc28
negative,"The alleged #RussianAttack came as #USPresident #JoeBiden delivered a speech in #Warsaw, #Poland, some...(400km) fr… https://t.co/bvDb9Ld9uw",KamauNews,russianattack,683e8873-16e0-4bea-9805-6224977b042c
neutral,https://t.co/h2rFpd3ELr\nরুশ আগ্রাসনের পর চেরনিহিভের জনসংখ্যা অর্ধেকেরও বেশি হ্রাস পেয়েছেঃ মেয়র\n#russiaukraine… https://t.co/Tw6JLl8fnf,AnmNews,russianattack,a54c5d4b-c2a8-46eb-a8ed-4588add327a5
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,brand_dixit,russianattack,4a784c09-67af-45c7-804f-271c6d801951
positive,@nexta_tv I can't really believe we are homeless..\nI lost my husband 😭😭\nWhere do I go from here. God will definitel… https://t.co/jN6FkPXs5n,KalyanNyura,russianattack,7f3d9253-a210-497d-bd50-905480afb0ca
neutral,"To raise funds to assist its army and civilians who have been harmed by the ongoing Russian attack, Ukraine has lau… https://t.co/QqaTmGjJH9",ckmnewsfeed,russianattack,e0481acd-8c85-48c5-bdbd-68cfff317bdd
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,SatyamEden_OO7,russianattack,ade24811-dce4-4c9f-8ab7-2e3823e61d46
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,Hindu_MkDixit,russianattack,99bcb048-9a0a-4364-b062-4af939af1166
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,DSp_pari,russianattack,84e11595-7ed1-4d2c-9981-41b40879ed6a
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,shivam_m_dixit,russianattack,64739393-a857-4489-a052-69ad34fce2cc
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,ThakurP29942758,russianattack,1c535d95-a64b-4831-ae71-972d7e122b3b
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,ThakurBetuSing3,russianattack,354fd826-7c10-4ed8-b7c0-5c59ae51745a
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,TheKavyaMishra,russianattack,26e4f605-7474-4f54-953f-591eb2c45f5d
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,TheVivir_Hi,russianattack,5cda66d3-4b3c-4864-a486-ea0391b46146
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,ThakurVeenuSin1,russianattack,01ca9e10-37a0-49c7-ab61-aefa3ac2d45a
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,Ramprat36978231,russianattack,45a6b322-0161-40a1-b5be-5eb248f0a0bb
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,viral_ladka11,russianattack,3c45c61a-4b5a-4bcf-bc8a-b7a1febef8c7
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,PuspaTiwari18,russianattack,4b2ed3cc-8e43-4824-a21e-c5b6aae7f836
positive,RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,Jaireyy,russianattack,04af4619-bf6e-419f-a7ce-49ea22065b31
neutral,#Russianattack #CyberAttack  #Russians #DuchessofCambridge https://t.co/6RErAaXKor,Sherry88Klntrpr,russianattack,f0131444-39c4-4468-894e-b40dd11e9d10
negative,"When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will r… https://t.co/tLxMMR4MLU",HimerikJulia,russianattack,af441a7a-b26e-4ca0-afe6-122fcd52a453
positive,300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,TheNationalBul1,russianattack,0d854590-0de7-42f7-8660-519c7c1f17ea
negative,NATO To Boost Kyiv's Chemical And Nuclear Defences Amid Risk A Russian Attack Could Drag Alliance Into The Conflict… https://t.co/pfOGkVoRXl,topaccolade,russianattack,78b2c6f6-c508-4ba6-9de6-2494f5733d63
neutral,https://t.co/pE9IQf5y5G #RussianAttack on a #UkrainianSupermarket,DannyVoglesong,russianattack,b523cde8-5ece-4e79-93e3-67b5b960c91f
neutral,മരിച്ചവരെ കുഴിമാടങ്ങളിൽ കൂട്ടമായി അടക്കം ചെയ്യേണ്ട സാഹചര്യമാണ് #Ukrainwar #Mariupol #theatre #Russianattack https://t.co/jLA6vhTCid,MediaOneTVLive,russianattack,fdc1435a-bceb-4571-897f-dce3d88073d5
negative,300 feared dead in #Russianattack on #theatre in Ukraine's #Mariupol \n\n#RussiaUkraineWar \nhttps://t.co/qmG4xgYYPn,indiatvnews,russianattack,92614b2b-a91f-4437-8953-7c1d3f874386
neutral,#Ukraine: #Odesa citizens train to fight as city waits for #Russianattack \n\n#DownWithPutin! #russianinvasion… https://t.co/iLKXWJvUyq,jacki_house,russianattack,576eafaf-c94d-4c66-81de-b6ea69751d85
neutral,幼い頃、私を可愛がってくれたお寺の和尚さまが\nよく読み聞かせてくれた仏教の教えの本に書いてあったお話です。\n懐かしい。\n\n奪い合えば足りない\n分かち合えばあり余る\n\n#StandWithUkraine️… https://t.co/w03dRWOgDo,ohanalomi,SaveUkraineNow,da71d986-2c55-4607-861d-435cd914b020
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/e6IvW3D5zt,olenaartresurs,SaveUkraineNow,9f20c296-2558-4311-8579-36919254eaf3
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XADuRRV3Wt,olenaartresurs,SaveUkraineNow,4e6462f4-1032-490f-8d12-99a680be07a2
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XGCmhfXPo1,olenaartresurs,SaveUkraineNow,10ba5e53-a188-41bd-89eb-ac10c064be5c
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/GwLOSCmnoa,olenaartresurs,SaveUkraineNow,3c5dd13b-0b18-4dca-80a2-07e255aac682
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/lJislEUidQ,olenaartresurs,SaveUkraineNow,2695f817-63dd-4f3b-bbce-f865a7d433c7
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/hRYBFppXW8,olenaartresurs,SaveUkraineNow,2bf2eff6-bbc9-4208-b0c8-4199a823df4d
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/OMeMNTZA8U,olenaartresurs,SaveUkraineNow,056b0b27-3033-4767-8033-371594fc127f
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/fFX6p99cxe,olenaartresurs,SaveUkraineNow,d06d0b28-520d-4894-8180-a0b1e598fb1d
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/jhNIVF02fx,olenaartresurs,SaveUkraineNow,5c2d9705-fabf-4266-a92a-98fd9deca800
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/4xhtdvVPtX,olenaartresurs,SaveUkraineNow,f2ac7a09-b34d-490b-b76a-537595506c59
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ffVo1Q9Pe4,olenaartresurs,SaveUkraineNow,e6cbfe3f-5d63-40ad-86b2-b4cdff0501d5
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/RPCvPbklBZ,olenaartresurs,SaveUkraineNow,58af17fc-2d59-4e02-8ff7-b1c724b14b58
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Rube5lGBq5,olenaartresurs,SaveUkraineNow,0b5daf28-2a8a-41b5-a347-f2b88efcf01c
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/i4nUXZffOv,olenaartresurs,SaveUkraineNow,ff483f58-1ddb-4da7-a309-bbafac405e36
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/gTYqLuCkvc,olenaartresurs,SaveUkraineNow,5be9b361-5296-4dfd-9bfd-a53a42ab19e9
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dsRWbJW2Ec,olenaartresurs,SaveUkraineNow,e1e9c630-ae63-491c-bdbc-b7d4f2b2c4db
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/EKEQOHfpsH,olenaartresurs,SaveUkraineNow,649b2138-f1fc-4a1d-a442-d164430d8432
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/CUoPFEWg86,olenaartresurs,SaveUkraineNow,0fb200aa-45b0-431c-b506-677be97074f7
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Ir8e6XlbRZ,olenaartresurs,SaveUkraineNow,cb346c18-912a-4db1-b375-19ea5e7e1903
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/qaBbDWpUzu,olenaartresurs,SaveUkraineNow,03c887e5-8a39-4ad3-a9c8-a89d6c329045
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/U1llnYEqum,olenaartresurs,SaveUkraineNow,cdf66a4b-2540-45b1-ae59-34876b51ad88
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dYiEUswjni,olenaartresurs,SaveUkraineNow,b469ceb3-6377-49a6-91d1-6cbe0ae4d9fa
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ju600TDFBd,olenaartresurs,SaveUkraineNow,55dbdf9b-c797-4148-9a13-5e18e8864e1c
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/nt61lFEDtt,olenaartresurs,SaveUkraineNow,c8c178fd-3334-418a-ae9c-412b9de6a383
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QJHdm5LwDV,olenaartresurs,SaveUkraineNow,975c0fbb-8625-4f3f-9f00-cd6ecb164e11
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XCqYZ4jLg7,olenaartresurs,SaveUkraineNow,2f8786fb-b47e-4a43-bdff-924966f8d5ad
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/M03Gf8JyqD,olenaartresurs,SaveUkraineNow,13da62f6-99fe-43ea-98a8-1e90a7f3584c
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QaTQpyGtpe,olenaartresurs,SaveUkraineNow,f3616f90-c1d1-4d5f-b334-a2677cb933fd
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/6MsJRm3wI8,olenaartresurs,SaveUkraineNow,d694eaf7-aa16-4801-b6dc-821ce7451012
neutral,The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/J41jKB03UT,olenaartresurs,SaveUkraineNow,74c496b3-a1e3-43bc-8bc4-2edb8e0d9f71
neutral,RT @lindermannAnon: ❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg,liliasvitlova,SaveUkraineNow,b0cf76c1-dba8-4370-92f1-319ab0c41231
positive,The rashists shot a new hospital with a maternity ward with tanks and mortars in Trostyanets.\n#SaveUkraineNow… https://t.co/IUNXY92Rpw,SaveUkraineNow2,SaveUkraineNow,6ee65668-7197-4c29-921b-85c644c1f03a
positive,RT @kiivals: New art on @foundation  0.12 #eth\n\n#NFTs #NFTCommunity #nftart #SaveUkraineNow #FoundationNFT #foundationapp \n\nhttps://t.co/1k…,Artmaximus,SaveUkraineNow,cc8430d8-5d6c-470b-a477-65dce6f2526c
negative,"RT @SaveUkraineNow2: The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time, t…",ua_koi,SaveUkraineNow,54bd329a-69e0-453d-8d66-ca5044b80970
neutral,RT @CaraMia200: Street art #USA #SaveUkraineNow #NoToWar #PutinWarCriminal https://t.co/0aDHXHjNCA,CaraMia200,SaveUkraineNow,81e4f4f7-61de-4aee-98c4-746da9e62f86
negative,Putin is a War Criminal. #stopPutinNOW #SaveUkraineNOW #SlavaUkraini https://t.co/KeloiDQMlR,Sinethugcat,SaveUkraineNow,d19b84b4-b9a2-4c6c-b93f-1d4f74fdbb12
neutral,RT @lindermannAnon: ❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg,zoryananich,SaveUkraineNow,a57d5c82-9c6b-4fc6-80c1-543c2c5e03d6
neutral,❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg,lindermannAnon,SaveUkraineNow,35070435-9b09-432c-925f-f7acf1e28fa5
neutral,#StopPutin #SaveUkraineNow #UkraineWillBeFree #StopRussia https://t.co/PWdlXuiDlM,AnatolijCuhan,SaveUkraineNow,3003964d-9f31-4d39-a0ff-c316ca52f43e
negative,"The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time… https://t.co/DzpwTi6YsJ",SaveUkraineNow2,SaveUkraineNow,22c700ca-b2ee-492d-bccb-23528fd24384
positive,🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎  Edwin Starr - War (What is it good for) + Lycris HQ!! https://t.co/gJmKItVqX2 via @YouTube… https://t.co/NhkOnz4itz,SanneLi6,SaveUkraineNow,4ccb8a36-4989-409e-8dd6-f319d2d60914
neutral,@OTregub #Stoprussianterrorist #Stoprussianfascists #StopsgenocideofUkrainians #Stoprussia #Stopputin… https://t.co/6V8qWMvseS,Onocleaceae,SaveUkraineNow,ee31189e-50b6-4c2d-a5f7-f33ac940ddae
positive,RT @sunfloweralona: @Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (win)…,madtilGOPisgone,SaveUkraineNow,7262fe7d-ad2f-4c60-84ea-c7e4b1617d63
negative,@Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (w… https://t.co/MwKJftdxyi,sunfloweralona,SaveUkraineNow,13ed3f75-cdf3-4fc7-a88b-7a20d3131297
negative,@thejournal_ie War is terrible and this Russian led war looks totally barbaric #stopthewar #SaveUkraineNow  🇺🇦,DeirdreMooney,SaveUkraineNow,d3bad326-fc63-400a-a385-ffe97bf7706f
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,manoj70966460,SaveUkraineNow,f135e872-8bdf-4cbd-9274-c445e55f16ab
negative,@tkliuchnyk @VP I hate #Putin so much!!! #FCKPTN #RussiaGoHome #DefeatPutin #SaveUkraineNow,nihilektra,SaveUkraineNow,799b9862-afc5-49a3-9331-123078dbbcf9
positive,RT @Kooduh1: I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible #SaveUkraine #Save…,Kooduh1,SaveUkraineNow,de6662c0-9fac-4246-9498-b57df2a353c0
positive,I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible… https://t.co/IZU4RXTdvL,Kooduh1,SaveUkraineNow,aa9eb3a9-4395-4d95-86a0-dd73c58d02ac
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,awa07311,SaveUkraineNow,3693f217-22fc-430b-9fce-a13b6d562a5d
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,omidkan65,SaveUkraineNow,c391a7d2-ba60-44f7-b8ee-306f7569134b
neutral,"RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…",RafaelMarquesT8,SaveUkraineNow,f56c1e79-a234-4088-8671-f648c9bdd8e3
positive,"RT @JJ_art_: 💔 for children, people and animals . This #pup got injured during shelling , he will be fine , but there are so many more burn…",StrawberRY8yr,SaveUkraineNow,473e23af-078f-4e2b-9d98-75c6fbe00323
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,RHarlique,SaveUkraineNow,303ae291-0561-4c44-9a92-f49a847bb074
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,Tranbi991,SaveUkraineNow,7975171e-c5bd-4482-af52-fb9abee07fca
negative,"RT @iiromanova: In #Kyiv, a cellist played on the ruins of a ruined house. Behind him, a man collects things in a broken apartment💔\n#Україн…",ringfence59,SaveUkraineNow,7c7eed85-434a-42ef-a802-22d31f98152c
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,Muhamma74704293,SaveUkraineNow,e42984ab-260f-4af2-8696-15d694c0c888
neutral,"RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…",Cdl91863010,SaveUkraineNow,db48f87d-8d10-43ab-8ddc-7028062ccbef
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,nadish,SaveUkraineNow,6b45e403-73a6-49af-a1d6-d6927b84a472
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,Fanboy_TheFlash,SaveUkraineNow,4647eded-00b2-4e8f-a24a-08c08542ed62
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,ABDULMUTTALP16,SaveUkraineNow,8f77303a-4402-45c9-a4cb-747c4fb4f1fe
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,StrizhikurkaA,SaveUkraineNow,968e5249-8c44-4afd-b231-fd7bab007489
neutral,RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,V1p3R_cash,SaveUkraineNow,b3928fdb-bd62-4aaa-8c40-464240e9881d
neutral,Check out my NFT listing on OpenSea! https://t.co/77DLKcnv1F lewat @opensea \n\n#SaveUkraine #SaveUkraineNow… https://t.co/Uyg8VuaZYj,Dico_Graphy,SaveUkraineNow,e3bc746c-c92c-4954-a7ed-7c0b2e055601
positive,@Osinttechnical Nice!!!!! Keep it up Ukraine.  #SLAVAUKRAINI. #SAVEUKRAINENOW. 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇨🇦,Jamesbl31481633,SaveUkraineNow,e73ad27a-b9ae-4bf2-bfa8-740e5e7d1ec8
neutral,RT @ZenTaoPrincess: @CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia,carynmiller2,SaveUkraineNow,e956d6a6-53d0-495c-81cb-4455fd7cd9b0
neutral,@SethAbramson Iʻm convinced the next news cycle will be about how chemical weapons have been deployed. Putin ʻaint… https://t.co/E1rCqGToDx,qu1x0t1x,SaveUkraineNow,c3925f8f-880d-44de-ac3b-6416da252109
neutral,RT @MarmeeRegine888: @CosicoMarmee @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine…,MarmeeRegine888,SaveUkraineNow,67a35e40-393a-459b-b94f-fa822d764b13
neutral,RT @MarmeeRegine888: @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine #Peace #PeaceI…,MarmeeRegine888,SaveUkraineNow,edbcae21-d24f-416b-aefe-c13f71c35187
neutral,@CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia,ZenTaoPrincess,SaveUkraineNow,f6813e0b-beb8-464d-bad4-b21d39bbbf8f
positive,@FareedZakaria what kind of guarantees can Ukraine get that they did not get in the Budapest agreement?  US was a s… https://t.co/GgqfFhRkG0,roybbarr,SaveUkraineNow,6fe36137-513f-45d9-84a4-42dbad621337
neutral,"EVOL (イーボル)★先行予約\n\nウクライナ支援チャリティーサンダル  5,940円\nhttps://t.co/0oSMfGvLTl\n緊迫した情勢が続くウクライナへ支援を行うため\nサンダルの売上全額をユニセフに寄付します\n5月上… https://t.co/TRbAGvnlQ9",HeartySelect,SaveUkraineNow,8693911a-ca1f-452b-a070-b3e5e94fb839
neutral,#SaveUkraineNow https://t.co/cYfkcUdEJ7,NeenieMs,SaveUkraineNow,fab7caef-2d8c-44f7-bdcc-2faf6fbf7bd8
positive,What you should know about the War in Ukraine - Meet the incredible man behind the Twitter Space - Find out how you… https://t.co/4waUHHCW0w,5157Ghost,SaveUkraineNow,33e4dede-4d2b-46b1-b753-39ac6680dc28
